Date,Open,High,Low,Close,Adj Close,Volume
06/05/2005,5.27,5.332857,5.255714,5.32,4.617978,81561900
09/05/2005,5.325714,5.35,5.25,5.281428,4.584496,88923800
10/05/2005,5.25,5.321429,5.19,5.202857,4.516292,110065900
11/05/2005,5.028572,5.095714,4.73,5.087143,4.415847,510495300
12/05/2005,5.06,5.084286,4.857143,4.875714,4.232319,242560500
13/05/2005,4.885714,5.032857,4.867143,4.967143,4.311685,175678300
16/05/2005,4.937143,5.1,4.932857,5.078571,4.408409,118573700
17/05/2005,5.02,5.065714,4.934286,5.051429,4.384846,147086100
18/05/2005,5.064286,5.365714,4.998571,5.12,4.444369,159180700
19/05/2005,5.111429,5.382857,5.111429,5.364286,4.656419,198290400
20/05/2005,5.321429,5.378572,5.312857,5.364286,4.656419,113162700
23/05/2005,5.407143,5.7,5.407143,5.68,4.930471,260643600
24/05/2005,5.635714,5.712857,5.575714,5.671429,4.923032,148365000
25/05/2005,5.642857,5.707143,5.617143,5.682857,4.932953,99001700
26/05/2005,5.705714,5.848571,5.705714,5.82,5.051999,131380200
27/05/2005,5.805714,5.827143,5.715714,5.794286,5.029676,79002000
31/05/2005,5.808571,5.82,5.654286,5.68,4.930471,101051300
01/06/2005,5.698571,5.822857,5.694286,5.757143,4.997433,113453200
02/06/2005,5.721428,5.76,5.657143,5.72,4.965194,93493400
03/06/2005,5.451428,5.511428,5.395714,5.462857,4.741983,239217300
06/06/2005,5.475714,5.518571,5.365714,5.417143,4.702301,202991600
07/06/2005,5.371428,5.39,5.207143,5.22,4.531172,186316200
08/06/2005,5.232857,5.321429,5.224286,5.274286,4.578296,101001600
09/06/2005,5.285714,5.42,5.26,5.378572,4.668819,97563900
10/06/2005,5.342857,5.342857,5.074286,5.115714,4.440647,169733200
13/06/2005,5.127143,5.23,5.117143,5.128572,4.451809,108943100
14/06/2005,5.131429,5.164286,5.107143,5.142857,4.46421,86961700
15/06/2005,5.267143,5.328571,5.185714,5.304286,4.604337,140835800
16/06/2005,5.312857,5.44,5.26,5.425714,4.709742,136918600
17/06/2005,5.495714,5.505714,5.404286,5.472857,4.750663,149031400
20/06/2005,5.407143,5.441429,5.35,5.372857,4.663858,80929100
21/06/2005,5.388571,5.455714,5.34,5.408571,4.694861,92631700
22/06/2005,5.465714,5.514286,5.448571,5.507143,4.780424,106231300
23/06/2005,5.547143,5.682857,5.521429,5.555714,4.822587,168563500
24/06/2005,5.584286,5.588572,5.382857,5.394286,4.68246,102677400
27/06/2005,5.262857,5.442857,5.24,5.3,4.600616,150042900
28/06/2005,5.355714,5.37,5.31,5.33,4.626657,87574900
29/06/2005,5.318572,5.327143,5.16,5.195714,4.510091,112089600
30/06/2005,5.23,5.308571,5.187143,5.258572,4.564655,104597500
01/07/2005,5.261428,5.281428,5.184286,5.214286,4.526213,62500200
05/07/2005,5.221428,5.45,5.214286,5.425714,4.709742,113567300
06/07/2005,5.387143,5.451428,5.314286,5.341429,4.636579,98656600
07/07/2005,5.258572,5.394286,5.257143,5.375714,4.666339,95930800
08/07/2005,5.41,5.468572,5.352857,5.464286,4.743222,72683800
11/07/2005,5.481429,5.521429,5.397143,5.442857,4.724621,97197100
12/07/2005,5.461429,5.485714,5.415714,5.462857,4.741983,96759600
13/07/2005,5.47,5.5,5.414286,5.478571,4.755624,171208800
14/07/2005,5.827143,6.001429,5.747143,5.821429,5.053238,524015100
15/07/2005,5.852857,5.938571,5.78,5.935714,5.152442,171920700
18/07/2005,5.915714,6.014286,5.91,5.927143,5.145001,146574400
19/07/2005,5.931428,6.175714,5.867143,6.17,5.355813,167765500
20/07/2005,6.122857,6.257143,6.092857,6.232857,5.410375,113348900
21/07/2005,6.242857,6.291429,6.128572,6.184286,5.368212,101066000
22/07/2005,6.205714,6.285714,6.198571,6.285714,5.456257,75276600
25/07/2005,6.284286,6.325714,6.247143,6.258572,5.432696,73656800
26/07/2005,6.287143,6.301429,6.194286,6.232857,5.410375,67148200
27/07/2005,6.261428,6.295714,6.095714,6.284286,5.455016,70937300
28/07/2005,6.264286,6.285714,6.185714,6.257143,5.431456,62827800
29/07/2005,6.222857,6.34,6.037143,6.092857,5.288849,140520100
01/08/2005,6.081429,6.154286,6.011428,6.107143,5.301249,78562400
02/08/2005,6.127143,6.214286,6.087143,6.17,5.355813,74218900
03/08/2005,6.17,6.187143,6.11,6.174286,5.359534,64580600
04/08/2005,6.127143,6.142857,6.041429,6.101429,5.29629,67326000
05/08/2005,6.07,6.194286,6.002857,6.141428,5.33101,60482800
08/08/2005,6.142857,6.178571,6.087143,6.092857,5.288849,44095800
09/08/2005,6.132857,6.27,6.13,6.26,5.433936,95209800
10/08/2005,6.285714,6.341429,6.187143,6.197143,5.379374,90236300
11/08/2005,6.198571,6.302857,6.178571,6.285714,5.456257,67995900
12/08/2005,6.208571,6.602857,6.194286,6.585714,5.716669,229009200
15/08/2005,6.64,6.904286,6.635714,6.811429,5.912597,271681900
16/08/2005,6.77,6.785714,6.601429,6.607143,5.735269,134405600
17/08/2005,6.628572,6.777143,6.624286,6.735714,5.846876,124931100
18/08/2005,6.701428,6.714286,6.535714,6.614286,5.741471,110639900
19/08/2005,6.611429,6.671429,6.538571,6.547143,5.683188,94142300
22/08/2005,6.592857,6.678571,6.465714,6.552857,5.688147,96933200
23/08/2005,6.55,6.585714,6.474286,6.534286,5.672027,73901100
24/08/2005,6.514286,6.731429,6.512857,6.538571,5.675746,143017700
25/08/2005,6.588572,6.641428,6.544286,6.58,5.71171,69063400
26/08/2005,6.588572,6.62,6.48,6.534286,5.672027,65264500
29/08/2005,6.467143,6.575714,6.465714,6.548572,5.684428,64073800
30/08/2005,6.57,6.684286,6.56,6.652857,5.774951,129690400
31/08/2005,6.694286,6.718572,6.61,6.698571,5.814632,100739100
01/09/2005,6.714286,6.738572,6.584286,6.608572,5.73651,89091800
02/09/2005,6.614286,6.685714,6.588572,6.602857,5.731551,55594700
06/09/2005,6.671429,6.982857,6.65,6.971428,6.051484,204654800
07/09/2005,7.007143,7.057143,6.845714,6.954286,6.036603,240768500
08/09/2005,7.05,7.16,7.02,7.111429,6.173009,175660100
09/09/2005,7.152857,7.335714,7.112857,7.33,6.362739,153910400
12/09/2005,7.3,7.375714,7.225714,7.342857,6.3739,113199100
13/09/2005,7.288571,7.327143,7.188571,7.26,6.301977,123221000
14/09/2005,7.294286,7.312857,7.065714,7.087143,6.151929,118606600
15/09/2005,7.142857,7.168571,7.047143,7.124286,6.18417,103789000
16/09/2005,7.175714,7.315714,7.135714,7.315714,6.350339,147751100
19/09/2005,7.292857,7.555714,7.292857,7.52,6.527668,195932800
20/09/2005,7.57,7.687143,7.56,7.598571,6.59587,204957200
21/09/2005,7.565714,7.578571,7.408571,7.444286,6.461944,108686900
22/09/2005,7.411428,7.495714,7.331429,7.414286,6.435903,115931900
23/09/2005,7.442857,7.642857,7.405715,7.6,6.59711,139614300
26/09/2005,7.718572,7.794286,7.617143,7.691429,6.676475,136640700
27/09/2005,7.702857,7.748571,7.632857,7.634286,6.626871,85425900
28/09/2005,7.581429,7.587143,7.227143,7.297143,6.334218,281386000
29/09/2005,7.318572,7.512857,7.258572,7.477143,6.490466,159211500
30/09/2005,7.475714,7.664286,7.411428,7.658571,6.647953,132908300
03/10/2005,7.737143,7.791429,7.668571,7.777143,6.750879,126888300
04/10/2005,7.85,7.907143,7.662857,7.678571,6.665313,134864800
05/10/2005,7.761428,7.765714,7.535714,7.54,6.545027,152692400
06/10/2005,7.6,7.641428,7.267143,7.385714,6.4111,189384300
07/10/2005,7.388571,7.418571,7.221428,7.328571,6.361499,169470700
10/10/2005,7.394286,7.415714,7.182857,7.195714,6.246173,126876400
11/10/2005,7.318572,7.41,7.2,7.37,6.397461,306471200
12/10/2005,6.95,7.185714,6.838572,7.035714,6.107288,674371600
13/10/2005,7.062857,7.707143,7.038571,7.677143,6.664074,466393900
14/10/2005,7.718572,7.764286,7.541429,7.714286,6.696314,258888000
17/10/2005,7.711429,7.747143,7.525714,7.634286,6.626871,154208600
18/10/2005,7.607143,7.707143,7.457143,7.458571,6.474344,152397000
19/10/2005,7.438571,7.851429,7.315714,7.848571,6.812881,252170800
20/10/2005,7.781428,8.071428,7.764286,8.02,6.961688,339440500
21/10/2005,8.12,8.14,7.908571,7.951428,6.902164,199181500
24/10/2005,7.892857,8.112857,7.87,8.112857,7.042291,152438300
25/10/2005,8.057143,8.121428,7.955714,8.014286,6.956728,116281900
26/10/2005,8.04,8.222857,7.988572,8.147142,7.072051,157898300
27/10/2005,8.141429,8.144286,7.915714,7.915714,6.871163,102885300
28/10/2005,8.005714,8.061429,7.738572,7.781428,6.754598,192446800
31/10/2005,7.885714,8.282857,7.821429,8.227143,7.141496,235211200
01/11/2005,8.177143,8.305715,8.124286,8.214286,7.130335,187421500
02/11/2005,8.245714,8.571428,8.228572,8.564285,7.434149,214265100
03/11/2005,8.608571,8.902857,8.581429,8.835714,7.669761,221095700
04/11/2005,8.621428,8.748571,8.517143,8.735714,7.582957,219508800
07/11/2005,8.692857,8.81,8.591429,8.604285,7.468873,159707800
08/11/2005,8.564285,8.625714,8.442857,8.557143,7.427949,118441400
09/11/2005,8.571428,8.744286,8.571428,8.587143,7.453991,138232500
10/11/2005,8.662857,8.742857,8.43,8.74,7.586676,166336100
11/11/2005,8.791429,8.872857,8.762857,8.791429,7.63132,106362200
14/11/2005,8.791429,8.854285,8.701428,8.778571,7.620157,92483300
15/11/2005,8.8,9.011429,8.78,8.897142,7.723082,134210300
16/11/2005,9.021428,9.294286,9.012857,9.278571,8.05418,196128800
17/11/2005,9.37,9.411428,9.178572,9.217143,8.000856,169051400
18/11/2005,9.33,9.347143,9.195714,9.222857,8.005818,131240200
21/11/2005,9.26,9.312857,9.102858,9.28,8.055419,127927800
22/11/2005,9.262857,9.537143,9.217143,9.502857,8.248869,135070600
23/11/2005,9.554286,9.711429,9.527143,9.587143,8.322029,121463300
25/11/2005,9.665714,9.934286,9.642858,9.905714,8.598564,98753200
28/11/2005,10.102858,10.152857,9.867143,9.951428,8.638244,254629900
29/11/2005,9.998571,10.042857,9.621428,9.728572,8.444796,222858300
30/11/2005,9.775714,9.835714,9.645715,9.688571,8.410074,148918700
01/12/2005,9.85,10.247143,9.83,10.228572,8.878819,203223300
02/12/2005,10.324286,10.391429,10.1,10.375714,9.006543,223940500
05/12/2005,10.278571,10.361428,10.212857,10.26,8.906101,145917800
06/12/2005,10.561429,10.69,10.478572,10.578571,9.18263,214257400
07/12/2005,10.604285,10.637143,10.445714,10.564285,9.170233,169866200
08/12/2005,10.457143,10.595715,10.371428,10.582857,9.186352,197619800
09/12/2005,10.601429,10.655714,10.478572,10.618571,9.217356,138850600
12/12/2005,10.695714,10.764286,10.651428,10.701428,9.289274,131248600
13/12/2005,10.692857,10.78,10.601429,10.711429,9.297958,123454100
14/12/2005,10.361428,10.471429,10.038571,10.287143,8.92966,362679100
15/12/2005,10.382857,10.408571,10.192857,10.311429,8.95074,140290500
16/12/2005,10.305715,10.328571,10.151428,10.158571,8.818055,167792800
19/12/2005,10.158571,10.371428,10.148571,10.197143,8.85154,132323800
20/12/2005,10.232857,10.34,10.16,10.301429,8.942061,119777000
21/12/2005,10.371428,10.515715,10.362857,10.5,9.114427,118934200
22/12/2005,10.558572,10.641429,10.514286,10.574286,9.178913,92652700
23/12/2005,10.595715,10.608571,10.471429,10.478572,9.095829,57464400
27/12/2005,10.571428,10.74,10.564285,10.604285,9.204951,147647500
28/12/2005,10.638572,10.68,10.474286,10.51,9.123109,99528800
29/12/2005,10.54,10.545714,10.202857,10.207143,8.860221,122506300
30/12/2005,10.13,10.347143,10.048572,10.27,8.914781,156065700
03/01/2006,10.34,10.678572,10.321428,10.678572,9.269435,201808600
04/01/2006,10.732857,10.854285,10.642858,10.71,9.296719,154900900
05/01/2006,10.69,10.7,10.535714,10.625714,9.223555,112355600
06/01/2006,10.75,10.957143,10.65,10.9,9.461646,176114400
09/01/2006,10.961429,11.028571,10.82,10.864285,9.43064,168760200
10/01/2006,10.892858,11.698571,10.832857,11.551429,10.027112,569967300
11/01/2006,11.977143,12.114285,11.798572,11.985714,10.40409,373448600
12/01/2006,12.138572,12.342857,11.945714,12.041429,10.452452,320202400
13/01/2006,12.141429,12.287143,12.085714,12.227143,10.61366,194076400
17/01/2006,12.242857,12.34,11.981428,12.101429,10.504535,208905900
18/01/2006,11.868571,12.007143,11.692857,11.784286,10.22924,300159300
19/01/2006,11.607142,11.665714,11.248571,11.291429,9.801419,423962000
20/01/2006,11.325714,11.434286,10.832857,10.87,9.435602,283689700
23/01/2006,10.871428,11.365714,10.857142,11.095715,9.631534,264932500
24/01/2006,11.251429,11.345715,10.824286,10.862857,9.429404,285563600
25/01/2006,11.055715,11.071428,10.464286,10.6,9.201232,318946600
26/01/2006,10.647142,10.775714,10.275714,10.332857,8.969343,295346800
27/01/2006,10.421429,10.514286,10.157143,10.29,8.932141,238466200
30/01/2006,10.167143,10.942857,10.124286,10.714286,9.300441,349600300
31/01/2006,10.785714,10.905714,10.535714,10.787143,9.363682,228385500
01/02/2006,10.707143,10.922857,10.662857,10.774285,9.35252,130296600
02/02/2006,10.728572,10.765715,10.292857,10.3,8.94082,176830500
03/02/2006,10.32,10.398571,10.148571,10.264286,8.909818,173030900
06/02/2006,10.288571,10.358571,9.534286,9.614285,8.345592,412941900
07/02/2006,9.752857,9.925714,9.525714,9.657143,8.382792,347207700
08/02/2006,9.784286,9.868571,9.428572,9.83,8.532843,238278600
09/02/2006,9.871428,9.89,9.218572,9.278571,8.05418,287441000
10/02/2006,9.311429,9.667143,8.985714,9.615714,8.346832,440119400
13/02/2006,9.518572,9.535714,9.234285,9.244286,8.024416,220874500
14/02/2006,9.3,9.728572,9.285714,9.662857,8.387756,290234700
15/02/2006,9.594286,9.945714,9.535714,9.888572,8.583683,289942800
16/02/2006,9.987143,10.144286,9.925714,10.081429,8.751089,237043800
17/02/2006,10.042857,10.127143,9.944285,10.041429,8.716369,143999800
21/02/2006,10.084286,10.114285,9.811429,9.868571,8.566321,194901700
22/02/2006,9.857142,10.238571,9.714286,10.188571,8.844097,244559700
23/02/2006,10.255714,10.428572,10.204286,10.25,8.897419,214229400
24/02/2006,10.305715,10.412857,10.171429,10.208571,8.861458,133686000
27/02/2006,10.284286,10.302857,10.092857,10.141429,8.803173,197810200
28/02/2006,10.225715,10.342857,9.728572,9.784286,8.493161,316745100
01/03/2006,9.834286,9.927143,9.717143,9.871428,8.568804,190954400
02/03/2006,9.855714,9.998571,9.81,9.944285,8.632046,156318400
03/03/2006,9.914286,9.987143,9.647142,9.674286,8.397674,184417100
06/03/2006,9.67,9.674286,9.277143,9.354285,8.119904,228166400
07/03/2006,9.394286,9.557143,9.297143,9.472857,8.222827,218219400
08/03/2006,9.47,9.6,9.335714,9.38,8.14222,163312800
09/03/2006,9.425714,9.495714,9.115714,9.132857,7.927692,199826200
10/03/2006,9.15,9.212857,8.921429,9.027143,7.835929,260785700
13/03/2006,9.292857,9.468572,9.255714,9.382857,8.144704,215296900
14/03/2006,9.395715,9.617143,9.357142,9.617143,8.348074,160505100
15/03/2006,9.672857,9.72,9.36,9.461429,8.212906,222999000
16/03/2006,9.55,9.557143,9.185715,9.187143,7.974814,187409600
17/03/2006,9.25,9.362857,9.158571,9.237143,8.018217,203010500
20/03/2006,9.317142,9.351429,9.124286,9.141429,7.93513,151360300
21/03/2006,8.83,9.191428,8.77,8.83,7.664798,336341600
22/03/2006,8.88,9.035714,8.752857,8.81,7.647442,336473900
23/03/2006,8.831429,8.842857,8.515715,8.594286,7.460191,356956600
24/03/2006,8.607142,8.705714,8.432858,8.565714,7.435388,267995000
27/03/2006,8.621428,8.768572,8.485714,8.501429,7.379587,277018000
28/03/2006,8.518572,8.591429,8.321428,8.387143,7.280384,342580700
29/03/2006,8.447143,8.931429,8.238571,8.904285,7.729285,586708500
30/03/2006,8.974286,9.042857,8.79,8.964286,7.781368,347662700
31/03/2006,9.035714,9.087143,8.891429,8.96,7.777645,203839300
03/04/2006,9.095715,9.16,8.944285,8.95,7.768962,203947800
04/04/2006,8.871428,8.888572,8.721429,8.738571,7.585437,232981000
05/04/2006,9.244286,9.601429,9.164286,9.601429,8.334433,558352200
06/04/2006,9.757143,10.292857,9.742857,10.177143,8.834174,665942200
07/04/2006,10.132857,10.172857,9.781428,9.97,8.654366,386309700
10/04/2006,10.041429,10.132857,9.778571,9.81,8.515481,225878800
11/04/2006,9.855714,9.9,9.581429,9.712857,8.431155,234829000
12/04/2006,9.715714,9.738571,9.471429,9.53,8.272429,184973600
13/04/2006,9.477143,9.634286,9.401428,9.495714,8.242667,183669500
17/04/2006,9.501429,9.548572,9.192857,9.258572,8.03682,180484500
18/04/2006,9.291429,9.495714,9.255714,9.46,8.211664,198711100
19/04/2006,9.545714,9.571428,9.352858,9.378572,8.140985,271508300
20/04/2006,9.93,10,9.457143,9.661428,8.386514,416745700
21/04/2006,9.741428,9.805715,9.495714,9.577143,8.313352,197246700
24/04/2006,9.55,9.56,9.357142,9.392858,8.153384,176757000
25/04/2006,9.422857,9.512857,9.365714,9.452857,8.205463,132265700
26/04/2006,9.521428,9.754286,9.485714,9.735714,8.450998,177721600
27/04/2006,9.675714,9.98,9.621428,9.908571,8.601044,211486800
28/04/2006,9.911428,10.185715,9.885715,10.055715,8.728772,190009400
01/05/2006,10.11,10.22,9.88,9.942857,8.630807,187595100
02/05/2006,10.021428,10.282857,10.015715,10.231428,8.881294,192915800
03/05/2006,10.261429,10.278571,10.025714,10.162857,8.821774,171747800
04/05/2006,10.174286,10.412857,10.065714,10.161428,8.820534,215105100
05/05/2006,10.265715,10.321428,10.164286,10.27,8.914781,140977900
08/05/2006,10.427143,10.542857,10.245714,10.27,8.914781,148712900
09/05/2006,10.26,10.365714,10.088572,10.147142,8.808132,132916700
10/05/2006,10.184286,10.19,9.944285,10.085714,8.754811,114972200
11/05/2006,10.112857,10.12,9.65,9.735714,8.450998,203172200
12/05/2006,9.692857,9.812857,9.551429,9.671429,8.395197,160443500
15/05/2006,9.624286,9.768572,9.588572,9.684286,8.406357,132294400
16/05/2006,9.728572,9.75,9.25,9.282857,8.057897,234185000
17/05/2006,9.244286,9.385715,9.152857,9.322857,8.092621,188548500
18/05/2006,9.382857,9.465714,9.017143,9.025714,7.834686,164610600
19/05/2006,9.037143,9.268572,8.974286,9.215714,7.999616,246466500
22/05/2006,9.124286,9.141429,8.967143,9.054286,7.859489,179743900
23/05/2006,9.265715,9.312857,9,9.021428,7.830968,173603500
24/05/2006,8.998571,9.092857,8.794286,9.048572,7.854532,229007800
25/05/2006,9.18,9.207143,9.041429,9.19,7.977294,115843000
26/05/2006,9.187143,9.222857,9.02,9.078571,7.880571,108237500
30/05/2006,9.041429,9.042857,8.745714,8.745714,7.591637,140850500
31/05/2006,8.822857,8.827143,8.384286,8.538571,7.411828,320244400
01/06/2006,8.55,8.897142,8.502857,8.881429,7.709444,235627000
02/06/2006,8.998571,9.014286,8.697143,8.808572,7.646201,171446800
05/06/2006,8.735714,8.735714,8.567142,8.571428,7.440349,151446400
06/06/2006,8.602858,8.661428,8.415714,8.531428,7.405629,181509300
07/06/2006,8.585714,8.628572,8.335714,8.365714,7.261779,187626600
08/06/2006,8.348572,8.704286,8.164286,8.68,7.534595,349370700
09/06/2006,8.74,8.794286,8.442857,8.462857,7.346106,193959500
12/06/2006,8.485714,8.532857,8.137143,8.142858,7.068335,179446400
13/06/2006,8.23,8.442857,8.194285,8.332857,7.233259,270160800
14/06/2006,8.325714,8.397142,8.098572,8.23,7.143976,219534000
15/06/2006,8.185715,8.534286,8.107142,8.482857,7.363464,297595900
16/06/2006,8.422857,8.455714,8.217143,8.222857,7.137776,209525400
19/06/2006,8.261429,8.311429,8.142858,8.171429,7.093134,176143800
20/06/2006,8.23,8.335714,8.184286,8.21,7.126616,168243600
21/06/2006,8.248571,8.387143,8.185715,8.265715,7.174977,215824000
22/06/2006,8.314285,8.535714,8.295714,8.511429,7.388268,241408300
23/06/2006,8.531428,8.595715,8.39,8.404285,7.295263,165050900
26/06/2006,8.452857,8.457143,8.338572,8.427143,7.315104,116634000
27/06/2006,8.441428,8.46,8.2,8.204286,7.121654,137652900
28/06/2006,8.184286,8.185715,7.915714,8.002857,6.946807,212676100
29/06/2006,8.108571,8.441428,8.055715,8.424286,7.312624,218349600
30/06/2006,8.227143,8.25,8.071428,8.181429,7.101815,184923900
03/07/2006,8.217143,8.311429,8.191428,8.278571,7.186137,48692700
05/07/2006,8.164286,8.228572,8.08,8.142858,7.068335,129560200
06/07/2006,8.155714,8.2,7.944286,7.967143,6.915806,158302200
07/07/2006,7.925714,8.078571,7.81,7.914286,6.869923,199840200
10/07/2006,7.957143,8.07,7.785714,7.857143,6.82032,132336400
11/07/2006,7.872857,7.998571,7.79,7.95,6.900926,206255700
12/07/2006,7.881429,7.891428,7.56,7.565714,6.567349,231832300
13/07/2006,7.432857,7.731429,7.344285,7.464286,6.479306,312476500
14/07/2006,7.5,7.555714,7.165714,7.238572,6.283375,248259200
17/07/2006,7.39,7.587143,7.378572,7.481429,6.494185,256135600
18/07/2006,7.594285,7.692857,7.407143,7.557143,6.559909,250112100
19/07/2006,7.565714,7.868571,7.48,7.728571,6.708715,347685800
20/07/2006,8.708571,8.798572,8.531428,8.642858,7.502353,493036600
21/07/2006,8.545714,8.735714,8.52,8.674286,7.529634,222973100
24/07/2006,8.751429,8.871428,8.632857,8.774285,7.616439,180714100
25/07/2006,8.825714,8.87,8.682858,8.847143,7.67968,147267400
26/07/2006,8.857142,9.234285,8.811429,9.124286,7.920252,224606900
27/07/2006,9.214286,9.288571,8.98,9.057143,7.86197,183761200
28/07/2006,9.134286,9.382857,9.071428,9.37,8.133542,172876900
31/07/2006,9.547143,9.804286,9.468572,9.708571,8.427437,223210400
01/08/2006,9.602858,9.704286,9.42,9.597143,8.330713,177941400
02/08/2006,9.664286,9.811429,9.644286,9.737143,8.452238,137692100
03/08/2006,9.701428,10,9.687143,9.941428,8.629568,210261100
04/08/2006,9.578571,9.801429,9.28,9.757143,8.4696,463216600
07/08/2006,9.674286,9.942857,9.472857,9.601429,8.334433,311378200
08/08/2006,9.584286,9.587143,9.215714,9.254286,8.033096,249466000
09/08/2006,9.347143,9.371428,9.057143,9.084286,7.88553,238959700
10/08/2006,9.035714,9.258572,8.957143,9.152857,7.945055,174440000
11/08/2006,9.032857,9.161428,8.94,9.092857,7.892971,194382300
14/08/2006,9.15,9.317142,9.085714,9.134286,7.928934,179405100
15/08/2006,9.334286,9.5,9.257143,9.492857,8.240188,215338200
16/08/2006,9.585714,9.724286,9.475715,9.711429,8.429918,195321000
17/08/2006,9.714286,9.808572,9.597143,9.655714,8.381552,145287100
18/08/2006,9.672857,9.771428,9.608571,9.701428,8.421236,134088500
21/08/2006,9.614285,9.615714,9.45,9.508572,8.253827,131556600
22/08/2006,9.525714,9.76,9.5,9.66,8.385271,144242000
23/08/2006,9.714286,9.807143,9.562857,9.615714,8.346832,134064700
24/08/2006,9.698571,9.741428,9.467143,9.687143,8.408835,163797900
25/08/2006,9.62,9.864285,9.615714,9.821428,8.525402,135989700
28/08/2006,9.785714,9.801429,9.525714,9.568571,8.30591,184540300
29/08/2006,9.57,9.608571,9.302857,9.497143,8.243907,236833100
30/08/2006,9.62,9.688571,9.525714,9.565714,8.303429,170035600
31/08/2006,9.611428,9.757143,9.522857,9.692857,8.413794,143674300
01/09/2006,9.782857,9.807143,9.688571,9.768572,8.47952,102123700
05/09/2006,9.852858,10.214286,9.792857,10.211429,8.863937,253114400
06/09/2006,10.154285,10.241428,9.957143,10.004286,8.68413,243525800
07/09/2006,10.085714,10.497143,10.035714,10.4,9.027624,316989400
08/09/2006,10.481428,10.51,10.272857,10.36,8.992901,223980400
11/09/2006,10.347143,10.532857,10.202857,10.357142,8.990423,237281100
12/09/2006,10.401428,10.492857,10.207143,10.375714,9.006543,421171800
13/09/2006,10.407143,10.617143,10.328571,10.6,9.201232,286534500
